id,user_id,viewed_user_id,"created_at"
826,27702,1287442,"2014-01-01 05:46:08"
2678,27819,436975,"2014-01-01 16:13:21"
821,27836,1740253,"2014-01-01 05:44:30"
7917,27872,3879501,"2014-01-01 05:19:44"
7745,27952,1697330,"2014-01-01 04:24:20"
928,27967,2460133,"2014-01-01 06:19:41"
6534,27974,88044,"2014-01-01 09:39:23"
2627,27978,3472473,"2014-01-01 15:56:18"
5480,30155,3727191,"2014-01-01 03:39:53"
4466,32543,4248615,"2014-01-01 02:07:29"
3995,32566,4172025,"2014-01-01 23:24:24"
4320,32596,3233472,"2014-01-01 01:18:01"
1416,34906,1740253,"2014-01-01 09:04:32"
208,35037,958210,"2014-01-01 02:24:17"
2919,35146,2632343,"2014-01-01 17:33:35"
1037,35295,1481978,"2014-01-01 06:57:58"
5025,35314,1988050,"2014-01-01 05:15:33"
626,35319,979614,"2014-01-01 04:38:30"
6111,35336,2590460,"2014-01-01 07:20:56"
9159,35523,283213,"2014-01-01 12:07:11"
3478,35526,1519921,"2014-01-01 20:33:26"
769,37763,218859,"2014-01-01 05:28:00"
417,40310,1287442,"2014-01-01 03:30:24"
10109,40338,241725,"2014-01-01 01:21:35"
2212,40451,2202170,"2014-01-01 13:36:00"
7369,40706,4285674,"2014-01-01 02:22:12"
6380,40720,2887006,"2014-01-01 08:45:30"
827,40765,1740253,"2014-01-01 05:46:25"
8950,40831,2864076,"2014-01-01 10:58:21"
2651,40854,2864377,"2014-01-01 16:04:25"
3628,40874,40501,"2014-01-01 21:21:48"
8662,40976,2611621,"2014-01-01 09:24:09"
423,40997,898388,"2014-01-01 03:31:32"
5304,41203,3468551,"2014-01-01 02:43:55"
6679,43368,239195,"2014-01-01 10:25:45"
1322,43554,1562130,"2014-01-01 08:32:45"
3597,43561,3472473,"2014-01-01 21:12:51"
8748,43687,4286245,"2014-01-01 09:52:09"
2599,43691,238557,"2014-01-01 15:49:03"
2055,43858,1682751,"2014-01-01 12:44:40"
2810,43878,3517304,"2014-01-01 16:59:38"
4498,43997,4300030,"2014-01-01 02:18:55"
7604,44025,548190,"2014-01-01 03:39:14"
3783,44123,1740253,"2014-01-01 22:15:00"
2997,44160,1646860,"2014-01-01 17:58:14"
4828,44217,700785,"2014-01-01 04:10:27"
3174,44380,3351828,"2014-01-01 18:55:06"
6600,44554,1103460,"2014-01-01 09:59:20"
6083,44567,2308051,"2014-01-01 07:09:24"
6091,44603,2632297,"2014-01-01 07:12:30"
2304,44812,1682504,"2014-01-01 14:05:19"
6517,45063,650318,"2014-01-01 09:32:51"
6946,45082,44791,"2014-01-01 11:53:32"
1742,47348,1359379,"2014-01-01 10:57:30"
2582,49702,1740253,"2014-01-01 15:43:47"
3994,49741,238557,"2014-01-01 23:24:16"
2878,49823,2632343,"2014-01-01 17:18:56"
9797,49898,3475693,"2014-01-01 15:38:46"
462,52135,3367538,"2014-01-01 03:42:33"
931,52151,249446,"2014-01-01 06:20:37"
3291,52344,2185215,"2014-01-01 19:31:44"
3921,52547,599756,"2014-01-01 22:59:17"
7000,52547,677276,"2014-01-01 12:12:22"
10039,52778,2477627,"2014-01-01 16:58:58"
818,52822,3875999,"2014-01-01 05:43:34"
4041,52841,254103,"2014-01-01 23:38:57"
1312,52900,2622957,"2014-01-01 08:30:13"
203,52973,1740253,"2014-01-01 02:22:27"
3311,53046,2995249,"2014-01-01 19:38:51"
5863,53071,3819440,"2014-01-01 05:56:12"
5495,53086,4124145,"2014-01-01 03:44:57"
5774,53151,1643843,"2014-01-01 05:24:49"
7597,53296,1284231,"2014-01-01 03:37:31"
1329,53573,1606302,"2014-01-01 08:34:44"
343,53619,2632343,"2014-01-01 03:05:46"
10767,53936,3912026,"2014-01-01 05:01:13"
3858,53947,3251040,"2014-01-01 22:40:52"
3359,53977,2460133,"2014-01-01 19:54:19"
6287,58618,2715740,"2014-01-01 08:18:00"
7974,58630,3044745,"2014-01-01 05:39:01"
1678,58688,1740253,"2014-01-01 10:34:38"
491,58694,2185215,"2014-01-01 03:51:37"
7887,60898,729477,"2014-01-01 05:09:31"
7708,60938,3197214,"2014-01-01 04:11:02"
5880,60938,3514016,"2014-01-01 06:01:47"
10291,61033,25431,"2014-01-01 02:25:01"
1581,61050,2662002,"2014-01-01 09:59:35"
5768,61150,1829632,"2014-01-01 05:22:30"
3040,61156,1646860,"2014-01-01 18:13:15"
1378,61178,1972923,"2014-01-01 08:52:06"
5822,61254,2971405,"2014-01-01 05:41:37"
4722,61450,3474810,"2014-01-01 03:36:21"
871,61643,530208,"2014-01-01 06:01:34"
9073,61772,2088918,"2014-01-01 11:38:00"
4110,61871,2864377,"2014-01-02 00:06:07"
10151,61896,2477903,"2014-01-01 01:35:07"
2486,61897,4207723,"2014-01-01 15:08:29"
3304,61941,798311,"2014-01-01 19:36:08"
8241,62095,238577,"2014-01-01 07:06:47"
4009,62120,3805926,"2014-01-01 23:29:00"
7143,62138,3265875,"2014-01-01 13:01:46"
1584,62139,2185215,"2014-01-01 10:01:19"
9209,62184,4223233,"2014-01-01 12:23:01"
277,62190,2041916,"2014-01-01 02:45:35"
1744,64459,3584534,"2014-01-01 10:58:23"
9373,64477,68448,"2014-01-01 13:17:52"
2200,64482,3560248,"2014-01-01 13:31:30"
697,64521,2185215,"2014-01-01 05:03:48"
1964,64532,1740253,"2014-01-01 12:13:45"
2912,64828,3157769,"2014-01-01 17:32:13"
1261,64884,1287442,"2014-01-01 08:14:14"
8287,65057,1420522,"2014-01-01 07:22:48"
5111,65163,1162805,"2014-01-01 01:35:58"
4133,67398,915608,"2014-01-02 00:16:12"
4574,67401,540369,"2014-01-01 02:47:27"
4809,67700,3086119,"2014-01-01 04:04:41"
5493,67794,3055171,"2014-01-01 03:44:13"
4028,67881,61867,"2014-01-01 23:34:50"
5653,67974,1520094,"2014-01-01 04:42:47"
4450,67976,1696137,"2014-01-01 02:02:02"
9545,68019,3227654,"2014-01-01 14:13:56"
2231,68207,203960,"2014-01-01 13:42:33"
2649,68249,1740253,"2014-01-01 16:04:07"
7749,68297,1979074,"2014-01-01 04:25:23"
7929,68305,3455688,"2014-01-01 05:23:45"
6743,68372,2580544,"2014-01-01 10:45:46"
3613,68502,3253928,"2014-01-01 21:17:33"
7959,68505,1879453,"2014-01-01 05:32:57"
3671,68508,2970730,"2014-01-01 21:37:40"
9313,68526,988221,"2014-01-01 12:57:26"
6926,68573,711526,"2014-01-01 11:48:02"
4895,70788,2222226,"2014-01-01 04:33:06"
9193,70804,1257739,"2014-01-01 12:18:13"
7414,70824,4032118,"2014-01-01 02:37:38"
7555,70947,83054,"2014-01-01 03:22:17"
8890,71094,1879403,"2014-01-01 10:40:08"
2876,71127,1459415,"2014-01-01 17:18:15"
8998,71323,867932,"2014-01-01 11:13:24"
1700,71470,2332625,"2014-01-01 10:41:49"
6511,71471,559248,"2014-01-01 09:30:27"
8420,71517,4167635,"2014-01-01 08:04:13"
3068,71525,3941324,"2014-01-01 18:21:03"
3343,71554,3517304,"2014-01-01 19:49:13"
7252,71590,340340,"2014-01-01 01:42:53"
4957,71617,915116,"2014-01-01 04:54:54"
4714,71623,1682812,"2014-01-01 03:33:26"
1577,71767,344083,"2014-01-01 09:57:47"
8484,71781,1603240,"2014-01-01 08:24:43"
2406,71811,1064130,"2014-01-01 14:41:50"
4990,71858,503935,"2014-01-01 05:05:05"
8511,71961,1283965,"2014-01-01 08:33:37"
10763,71962,2609566,"2014-01-01 04:59:53"
5716,71973,3615440,"2014-01-01 05:04:35"
1926,71979,1740253,"2014-01-01 12:01:26"
3065,72020,1606302,"2014-01-01 18:20:05"
4591,72053,2075696,"2014-01-01 02:52:34"
1955,72129,715311,"2014-01-01 12:10:48"
2016,72194,207174,"2014-01-01 12:30:42"
4188,72220,490049,"2014-01-02 00:34:29"
8152,72280,3280818,"2014-01-01 06:37:55"
9684,72294,307019,"2014-01-01 15:00:49"
2606,72342,116842,"2014-01-01 15:50:32"
9887,74848,2957854,"2014-01-01 16:08:59"
1239,75000,116842,"2014-01-01 08:05:32"
569,75057,1138106,"2014-01-01 04:18:37"
6065,75085,1194781,"2014-01-01 07:03:19"
5519,75090,1428472,"2014-01-01 03:53:54"
5164,75157,3855113,"2014-01-01 01:55:23"
7446,77466,3086401,"2014-01-01 02:49:09"
4536,77479,2916609,"2014-01-01 02:31:59"
3240,79813,2185215,"2014-01-01 19:13:46"
91,82173,1740253,"2014-01-01 01:45:14"
4004,82358,2691283,"2014-01-01 23:27:29"
8443,82360,2822393,"2014-01-01 08:11:17"
4999,82388,3261881,"2014-01-01 05:08:12"
747,82404,3935802,"2014-01-01 05:20:00"
7569,82415,1898350,"2014-01-01 03:26:56"
8928,82446,4015794,"2014-01-01 10:52:37"
5985,82515,2807474,"2014-01-01 06:36:28"
3956,82557,1646860,"2014-01-01 23:13:50"
3045,82721,2185215,"2014-01-01 18:14:09"
4451,82729,1537222,"2014-01-01 02:02:22"
10327,83051,805920,"2014-01-01 02:37:07"
9259,83094,620996,"2014-01-01 12:39:07"
8723,83435,2824795,"2014-01-01 09:43:36"
1124,85664,599756,"2014-01-01 07:27:28"
7992,85692,3740703,"2014-01-01 05:45:16"
10402,85821,530039,"2014-01-01 02:59:28"
4621,88086,2740731,"2014-01-01 03:03:25"
6404,90367,3471947,"2014-01-01 08:53:19"
6763,90455,4248298,"2014-01-01 10:52:34"
5947,90458,2700869,"2014-01-01 06:23:14"
5794,90544,1731886,"2014-01-01 05:31:30"
10413,92765,3458468,"2014-01-01 03:02:27"
1108,92850,2662002,"2014-01-01 07:22:05"
8704,92889,4095001,"2014-01-01 09:37:45"
7999,92940,1979364,"2014-01-01 05:47:08"
10203,92944,471781,"2014-01-01 01:53:42"
3295,95176,2973990,"2014-01-01 19:33:13"
7823,95350,2468114,"2014-01-01 04:48:29"
4055,97556,4028903,"2014-01-01 23:44:33"
4732,97688,3365183,"2014-01-01 03:39:02"
8824,97792,3713971,"2014-01-01 10:18:20"
2561,97814,2185215,"2014-01-01 15:37:09"
5343,98080,227215,"2014-01-01 02:55:56"
763,100319,2864377,"2014-01-01 05:25:49"
9483,102632,18079,"2014-01-01 13:54:52"
7588,102640,1453487,"2014-01-01 03:33:32"
4694,102705,1819768,"2014-01-01 03:27:18"
4549,102766,2887232,"2014-01-01 02:37:47"
706,104986,241887,"2014-01-01 05:05:32"
9568,105029,2438012,"2014-01-01 14:20:58"
2440,105246,533263,"2014-01-01 14:53:54"
5951,105291,2444656,"2014-01-01 06:24:06"
5045,105326,3086119,"2014-01-01 05:22:31"
10019,107495,2767399,"2014-01-01 16:52:20"
6597,107564,4284979,"2014-01-01 09:58:19"
4252,107685,2795147,"2014-01-02 00:56:45"
6745,107862,2138415,"2014-01-01 10:46:34"
4508,107989,3086119,"2014-01-01 02:22:23"
8,108004,1740253,"2014-01-01 01:17:18"
10480,108016,3818945,"2014-01-01 03:25:35"
8261,108030,1594362,"2014-01-01 07:13:04"
6327,108065,2551714,"2014-01-01 08:30:00"
7333,108121,2111976,"2014-01-01 02:09:07"
424,108140,1740253,"2014-01-01 03:31:46"
6219,108150,11840,"2014-01-01 07:54:48"
3708,108205,898388,"2014-01-01 21:49:14"
4882,108229,3571566,"2014-01-01 04:28:34"
3974,108360,958210,"2014-01-01 23:19:39"
6335,108452,402927,"2014-01-01 08:31:57"
2523,108456,2041916,"2014-01-01 15:22:38"
9127,108492,1697226,"2014-01-01 11:55:01"
6250,110868,1644237,"2014-01-01 08:06:04"
143,110880,3805926,"2014-01-01 02:03:32"
2323,111031,1071041,"2014-01-01 14:12:07"
9151,111113,4022496,"2014-01-01 12:03:25"
10141,113390,2052420,"2014-01-01 01:32:19"
2198,113394,869611,"2014-01-01 13:30:45"
1208,113425,515103,"2014-01-01 07:56:40"
9670,113743,2011810,"2014-01-01 14:56:45"
5172,114216,1765756,"2014-01-01 01:58:45"
9078,114223,650128,"2014-01-01 11:39:15"
9697,114236,2895445,"2014-01-01 15:05:08"
2266,114419,2159931,"2014-01-01 13:54:49"
6000,116630,2404231,"2014-01-01 06:41:18"
1915,116687,368326,"2014-01-01 11:57:23"
819,116706,3516693,"2014-01-01 05:43:47"
7596,116869,3602742,"2014-01-01 03:37:17"
1767,116893,2632343,"2014-01-01 11:05:35"
9455,116901,2598335,"2014-01-01 13:45:14"
10296,116947,691442,"2014-01-01 02:26:37"
7709,119245,1743756,"2014-01-01 04:11:09"
9128,119250,2244083,"2014-01-01 11:55:13"
6826,119342,870175,"2014-01-01 11:14:16"
6073,119364,2478113,"2014-01-01 07:06:13"
5840,119400,1196059,"2014-01-01 05:48:36"
1348,119521,4192908,"2014-01-01 08:40:55"
8220,119529,527859,"2014-01-01 06:59:39"
9699,119577,1327686,"2014-01-01 15:05:33"
9336,119625,2437671,"2014-01-01 13:05:26"
6274,119653,192056,"2014-01-01 08:14:34"
8635,119771,260940,"2014-01-01 09:14:56"
5647,119913,1536509,"2014-01-01 04:40:17"
8118,119917,4218297,"2014-01-01 06:26:24"
1003,122131,2185215,"2014-01-01 06:45:40"
7378,122176,1530378,"2014-01-01 02:25:07"
7023,122328,1637652,"2014-01-01 12:20:56"
2181,122378,915608,"2014-01-01 13:25:08"
6222,124755,1973573,"2014-01-01 07:55:25"
2646,124812,2632343,"2014-01-01 16:03:23"
1058,124914,2038945,"2014-01-01 07:06:17"
2467,127151,2185215,"2014-01-01 15:02:36"
2628,127163,2512604,"2014-01-01 15:56:29"
1851,127186,2632343,"2014-01-01 11:36:15"
429,127188,2185215,"2014-01-01 03:33:00"
8302,131723,2583892,"2014-01-01 07:27:45"
3699,131743,1265570,"2014-01-01 21:46:36"
1031,131760,1740253,"2014-01-01 06:55:44"
8933,131824,2432863,"2014-01-01 10:53:22"
2713,131923,2104494,"2014-01-01 16:26:47"
2168,131945,3517304,"2014-01-01 13:20:05"
4604,131965,3497124,"2014-01-01 02:56:15"
7756,131989,64775,"2014-01-01 04:27:30"
6443,132059,996439,"2014-01-01 09:06:27"
6813,132224,1557411,"2014-01-01 11:09:48"
814,132313,2167578,"2014-01-01 05:42:33"
6969,132348,2049075,"2014-01-01 12:02:08"
4002,132410,4249580,"2014-01-01 23:26:57"
8525,132417,2715459,"2014-01-01 08:38:09"
1142,132444,839966,"2014-01-01 07:33:39"
8166,132480,1301223,"2014-01-01 06:43:08"
5965,132486,1149441,"2014-01-01 06:29:33"
4153,132487,3447081,"2014-01-02 00:22:59"
3050,134788,3560248,"2014-01-01 18:15:32"
4737,134820,3086119,"2014-01-01 03:40:41"
2367,134986,218859,"2014-01-01 14:27:10"
6218,135014,1731559,"2014-01-01 07:54:11"
8770,137280,3435467,"2014-01-01 09:58:37"
9825,139459,3249890,"2014-01-01 15:47:49"
1354,139575,979614,"2014-01-01 08:43:50"
2455,139575,3472510,"2014-01-01 14:58:12"
8070,139582,3912880,"2014-01-01 06:09:46"
3654,139591,4265711,"2014-01-01 21:31:51"
4858,139622,254301,"2014-01-01 04:20:00"
3223,144230,2257234,"2014-01-01 19:09:57"
3538,144242,2763876,"2014-01-01 20:53:11"
1402,146437,2632343,"2014-01-01 08:59:33"
7687,146470,3822509,"2014-01-01 04:03:42"
8613,146509,4167635,"2014-01-01 09:08:45"
2325,146653,116842,"2014-01-01 14:12:44"
490,148877,1841954,"2014-01-01 03:51:22"
10702,149000,3268450,"2014-01-01 04:41:53"
7762,149112,1317384,"2014-01-01 04:29:02"
4655,149114,1603328,"2014-01-01 03:13:40"
1217,151346,2185215,"2014-01-01 07:59:25"
10054,151677,3507400,"2014-01-01 17:03:25"
3353,151719,2632382,"2014-01-01 19:51:57"
3824,151748,1586239,"2014-01-01 22:29:30"
9606,151899,1379800,"2014-01-01 14:34:39"
6029,151916,314218,"2014-01-01 06:50:59"
6983,152185,314218,"2014-01-01 12:06:29"
6080,152196,1176245,"2014-01-01 07:08:38"
3767,152196,2308787,"2014-01-01 22:10:22"
7227,154474,1802161,"2014-01-01 01:36:12"
7431,154480,2015431,"2014-01-01 02:44:31"
8960,154695,1033650,"2014-01-01 11:01:06"
7443,154723,2159270,"2014-01-01 02:47:56"
4745,154889,3250604,"2014-01-01 03:43:56"
4706,157102,3752599,"2014-01-01 03:30:44"
7957,159300,2701458,"2014-01-01 05:32:14"
633,159491,2610248,"2014-01-01 04:40:41"
5004,159603,3086119,"2014-01-01 05:09:28"
1104,159616,1547279,"2014-01-01 07:21:16"
4453,159621,3086119,"2014-01-01 02:03:09"
10341,159630,3109041,"2014-01-01 02:41:25"
4314,159654,10846,"2014-01-01 01:15:51"
8216,159697,915186,"2014-01-01 06:58:55"
9003,159716,3879497,"2014-01-01 11:15:25"
4266,159835,915955,"2014-01-02 01:00:43"
5849,159946,451261,"2014-01-01 05:51:37"
6954,159996,18177,"2014-01-01 11:56:47"
5766,160012,1051496,"2014-01-01 05:21:36"
1694,162402,70794,"2014-01-01 10:40:22"
3325,162448,2706392,"2014-01-01 19:43:12"
10663,162459,2619745,"2014-01-01 04:25:39"
1916,162512,2712059,"2014-01-01 11:57:25"
216,165016,238557,"2014-01-01 02:26:53"
3648,165123,1208179,"2014-01-01 21:30:03"
1246,165203,2871170,"2014-01-01 08:08:24"
7408,165227,2992194,"2014-01-01 02:36:00"
8914,167438,3475693,"2014-01-01 10:48:00"
10220,167733,1874172,"2014-01-01 01:59:40"
6708,167829,2740756,"2014-01-01 10:35:11"
98,167842,107727,"2014-01-01 01:47:31"
6383,167866,1789653,"2014-01-01 08:46:13"
8609,167891,2585417,"2014-01-01 09:07:09"
394,167938,1525136,"2014-01-01 03:22:49"
6115,167965,3565840,"2014-01-01 07:21:45"
8187,170631,3879325,"2014-01-01 06:50:34"
1984,170699,898388,"2014-01-01 12:20:08"
5831,170784,2252801,"2014-01-01 05:44:51"
3221,170832,2662002,"2014-01-01 19:09:15"
9339,173150,916531,"2014-01-01 13:06:06"
1611,173174,1740253,"2014-01-01 10:12:24"
370,173223,1740253,"2014-01-01 03:13:26"
7680,173348,1146412,"2014-01-01 04:01:15"
1609,173376,1287442,"2014-01-01 10:11:24"
4270,175647,3584655,"2014-01-02 01:01:40"
7552,175651,3249890,"2014-01-01 03:20:51"
10715,175795,43495,"2014-01-01 04:45:59"
9053,175815,2283535,"2014-01-01 11:31:38"
1880,178017,107727,"2014-01-01 11:45:59"
9788,178040,4197468,"2014-01-01 15:36:05"
1893,178074,2185215,"2014-01-01 11:50:24"
4122,178301,2662002,"2014-01-02 00:11:26"
4780,178503,700785,"2014-01-01 03:54:51"
4111,178603,2706392,"2014-01-02 00:06:24"
5265,178672,2015734,"2014-01-01 02:30:16"
10655,178913,2297942,"2014-01-01 04:21:54"
10753,181101,1636913,"2014-01-01 04:56:34"
2493,181147,2460133,"2014-01-01 15:11:17"
6871,183349,4124164,"2014-01-01 11:32:12"
7320,185683,2188124,"2014-01-01 02:05:39"
6753,185949,1302075,"2014-01-01 10:49:08"
9202,185964,3568461,"2014-01-01 12:20:48"
9524,186220,3953851,"2014-01-01 14:05:38"
2858,186224,4123678,"2014-01-01 17:12:26"
1370,186556,2632382,"2014-01-01 08:49:36"
2577,186574,577652,"2014-01-01 15:41:51"
7986,186703,2785136,"2014-01-01 05:43:51"
7875,186782,3496435,"2014-01-01 05:05:01"
9224,186836,1121233,"2014-01-01 12:27:13"
5337,186966,4249239,"2014-01-01 02:54:24"
1318,187062,207174,"2014-01-01 08:32:06"
10577,187174,2944489,"2014-01-01 03:57:16"
7581,189521,2156661,"2014-01-01 03:30:47"
517,189701,207174,"2014-01-01 03:59:25"
5282,191931,3003607,"2014-01-01 02:36:20"
8742,191959,2029181,"2014-01-01 09:49:45"
5871,192051,2417047,"2014-01-01 05:58:36"
10177,194331,1232286,"2014-01-01 01:45:14"
2353,194339,469583,"2014-01-01 14:22:52"
5538,194401,74987,"2014-01-01 03:59:13"
9963,194444,3718858,"2014-01-01 16:36:20"
471,194512,1740253,"2014-01-01 03:46:09"
9879,194525,1876852,"2014-01-01 16:05:41"
7248,194561,3616224,"2014-01-01 01:42:02"
10770,194655,1345803,"2014-01-01 05:01:50"
7638,199008,3455688,"2014-01-01 03:48:45"
1240,199230,290736,"2014-01-01 08:05:41"
8102,199235,4259095,"2014-01-01 06:21:14"
9978,199238,3747411,"2014-01-01 16:40:34"
7215,199256,2009029,"2014-01-01 01:32:33"
2122,199320,1420007,"2014-01-01 13:05:41"
10407,199410,599881,"2014-01-01 03:01:05"
10052,199444,4310741,"2014-01-01 17:02:29"
10604,199659,1651723,"2014-01-01 04:06:26"
3585,199669,1128551,"2014-01-01 21:09:04"
3441,199694,2795147,"2014-01-01 20:20:44"
6197,199750,314218,"2014-01-01 07:48:08"
8941,199801,380843,"2014-01-01 10:56:07"
7316,199812,423924,"2014-01-01 02:04:42"
4940,199847,1896037,"2014-01-01 04:47:45"
9567,200086,2766227,"2014-01-01 14:20:44"
7147,200095,1531452,"2014-01-01 13:03:05"
8887,200279,877939,"2014-01-01 10:39:18"
862,200325,1518851,"2014-01-01 05:58:10"
9584,200376,3513468,"2014-01-01 14:26:34"
351,200508,979614,"2014-01-01 03:08:04"
4547,200532,1876863,"2014-01-01 02:36:53"
956,202722,839966,"2014-01-01 06:28:58"
8703,202822,2966245,"2014-01-01 09:37:37"
1234,202866,3079295,"2014-01-01 08:03:56"
2613,202885,2632343,"2014-01-01 15:52:03"
1695,202946,2185215,"2014-01-01 10:40:32"
1,202981,979614,"2014-01-01 01:15:08"
1175,203022,2512772,"2014-01-01 07:46:35"
8508,203298,1518965,"2014-01-01 08:32:00"
454,203490,238557,"2014-01-01 03:40:47"
4564,203944,254301,"2014-01-01 02:43:52"
2504,203946,620851,"2014-01-01 15:15:29"
3544,203970,1208179,"2014-01-01 20:55:29"
9414,204029,4095001,"2014-01-01 13:32:24"
9349,204197,1028634,"2014-01-01 13:09:44"
2413,206479,868121,"2014-01-01 14:44:06"
4059,206485,1501724,"2014-01-01 23:45:16"
2443,206702,1873841,"2014-01-01 14:55:09"
5602,206927,3864160,"2014-01-01 04:23:25"
5720,206983,3241063,"2014-01-01 05:06:00"
4687,206995,2260651,"2014-01-01 03:25:45"
2444,207039,2185215,"2014-01-01 14:55:15"
8067,207118,3265816,"2014-01-01 06:08:59"
4997,207173,3294620,"2014-01-01 05:07:43"
3433,212023,2202170,"2014-01-01 20:18:31"
6362,212142,3981285,"2014-01-01 08:40:08"
8423,212166,2356419,"2014-01-01 08:04:57"
4214,212294,2632343,"2014-01-02 00:42:17"
1244,212301,1287442,"2014-01-01 08:07:40"
6776,214768,2221902,"2014-01-01 10:56:58"
8439,214825,946779,"2014-01-01 08:09:56"
421,214939,2185215,"2014-01-01 03:30:55"
8146,215006,258095,"2014-01-01 06:36:56"
5950,215023,3378051,"2014-01-01 06:24:04"
4812,215072,365738,"2014-01-01 04:05:21"
4493,215127,68365,"2014-01-01 02:16:46"
4274,215148,368326,"2014-01-02 01:03:22"
9115,215166,2243877,"2014-01-01 11:51:44"
1038,215220,2185215,"2014-01-01 06:58:19"
5247,215229,368696,"2014-01-01 02:24:12"
7781,215240,1662511,"2014-01-01 04:34:49"
592,215370,984348,"2014-01-01 04:27:14"
9551,215675,4002904,"2014-01-01 14:15:52"
746,215679,2167578,"2014-01-01 05:19:32"
4616,215695,3766692,"2014-01-01 03:01:28"
6971,215840,3806670,"2014-01-01 12:02:41"
7787,215850,116934,"2014-01-01 04:36:54"
8158,215937,2598379,"2014-01-01 06:39:45"
2002,215961,1740253,"2014-01-01 12:25:47"
5099,215998,75191,"2014-01-01 01:31:46"
8449,216042,4022496,"2014-01-01 08:12:21"
7259,218602,1883114,"2014-01-01 01:44:38"
9334,218631,189491,"2014-01-01 13:04:32"
5041,218643,4116618,"2014-01-01 05:20:42"
5581,218778,265961,"2014-01-01 04:14:25"
435,218790,3253928,"2014-01-01 03:34:47"
4177,218809,1287442,"2014-01-02 00:31:01"
10297,218880,3089093,"2014-01-01 02:26:38"
7571,218900,2243983,"2014-01-01 03:27:20"
1172,221263,1452663,"2014-01-01 07:46:00"
2461,221273,2185215,"2014-01-01 15:00:26"
5917,221533,237562,"2014-01-01 06:12:58"
8981,221550,3128888,"2014-01-01 11:07:34"
7467,221610,2404116,"2014-01-01 02:56:19"
3144,221620,567194,"2014-01-01 18:45:27"
9208,221626,1637758,"2014-01-01 12:22:57"
852,221629,2185215,"2014-01-01 05:54:21"
8185,221780,1984317,"2014-01-01 06:50:06"
9755,221792,2815231,"2014-01-01 15:26:11"
7290,221797,676424,"2014-01-01 01:55:52"
5758,222262,2732953,"2014-01-01 05:19:34"
2514,222506,2185215,"2014-01-01 15:19:11"
9632,222517,1633879,"2014-01-01 14:43:04"
7797,222571,1562839,"2014-01-01 04:39:57"
2976,222715,2185215,"2014-01-01 17:52:23"
5149,222756,724001,"2014-01-01 01:50:42"
2078,222816,1737206,"2014-01-01 12:52:57"
5042,225008,3294681,"2014-01-01 05:20:54"
7528,225065,4223233,"2014-01-01 03:14:38"
